Date,Exercise,Category,Weight,Weight Unit,Reps,Distance,Distance Unit,Time
2024-09-07,Elliptical Trainer,Cardio,,,,0.0,m,0:20:00
2024-09-07,Rowing Machine,Cardio,,,,0.0,m,0:15:00
2024-09-07,Flat Barbell Bench Press,Chest,10.0,kgs,20,,,
2024-09-07,Flat Barbell Bench Press,Chest,30.0,kgs,8,,,
2024-09-07,Flat Barbell Bench Press,Chest,30.0,kgs,8,,,
2024-09-07,Incline Dumbbell Bench Press,Chest,20.0,kgs,12,,,
2024-09-07,Incline Dumbbell Bench Press,Chest,24.0,kgs,10,,,
2024-09-07,Incline Dumbbell Bench Press,Chest,24.0,kgs,10,,,
2024-09-07,Seated Leg Curl Machine,Legs,40.0,kgs,12,,,
2024-09-07,Seated Leg Curl Machine,Legs,40.0,kgs,12,,,
2024-09-07,Seated Leg Curl Machine,Legs,40.0,kgs,12,,,
2024-09-07,Leg Extension Machine,Legs,40.0,kgs,12,,,
2024-09-07,Leg Extension Machine,Legs,40.0,kgs,10,,,
2024-09-07,Leg Extension Machine,Legs,40.0,kgs,8,,,
2024-09-07,Lat Pulldown Machine,Back,40.0,kgs,12,,,
2024-09-07,Lat Pulldown Machine,Back,40.0,kgs,12,,,
2024-09-07,Lat Pulldown Machine,Back,40.0,kgs,12,,,
2024-09-09,Elliptical Trainer,Cardio,,,,0.0,m,0:25:00
2024-09-09,Rowing Machine,Cardio,,,,0.0,m,0:15:00
2024-09-09,Lat Pulldown Machine,Back,40.0,kgs,12,,,
2024-09-09,Lat Pulldown Machine,Back,45.0,kgs,12,,,
2024-09-09,Lat Pulldown Machine,Back,47.5,kgs,12,,,
2024-09-09,Incline Dumbbell Bench Press,Chest,24.0,kgs,12,,,
2024-09-09,Incline Dumbbell Bench Press,Chest,24.0,kgs,12,,,
2024-09-09,Incline Dumbbell Bench Press,Chest,24.0,kgs,12,,,
2024-09-10,Deadhang,Back,,,,,,0:00:35
2024-09-10,Plank,Abs,0.0,kgs,,,,0:00:49
2024-09-11,Elliptical Trainer,Cardio,,,,0.0,m,0:15:00
2024-09-11,Stair Machine,Cardio,,,,,,0:05:00
2024-09-11,Seated Leg Curl Machine,Legs,40.0,kgs,12,,,
2024-09-11,Seated Leg Curl Machine,Legs,45.0,kgs,12,,,
2024-09-11,Seated Leg Curl Machine,Legs,45.0,kgs,12,,,
2024-09-11,Leg Extension Machine,Legs,40.0,kgs,12,,,
2024-09-11,Leg Extension Machine,Legs,40.0,kgs,8,,,
2024-09-11,Leg Extension Machine,Legs,40.0,kgs,12,,,
2024-09-12,Deadhang,Back,,,,,,0:00:50
2024-09-12,Elliptical Trainer,Cardio,,,,0.0,m,0:15:00
2024-09-12,Lat Pulldown Machine,Back,42.5,kgs,12,,,
2024-09-12,Lat Pulldown Machine,Back,47.5,kgs,12,,,
2024-09-12,Lat Pulldown Machine,Back,50.0,kgs,12,,,
2024-09-12,Incline Barbell Bench Press,Chest,20.0,kgs,12,,,
2024-09-12,Incline Barbell Bench Press,Chest,24.0,kgs,12,,,
2024-09-12,Incline Barbell Bench Press,Chest,28.0,kgs,12,,,
2024-09-12,Rope Push Down,Triceps,10.0,kgs,12,,,
2024-09-12,Rope Push Down,Triceps,10.0,kgs,12,,,
2024-09-12,Rope Push Down,Triceps,10.0,kgs,12,,,
2024-09-12,Plank,Abs,0.0,kgs,,,,0:01:14
2024-09-14,Elliptical Trainer,Cardio,,,,0.0,m,0:30:00
2024-09-14,Rowing Machine,Cardio,,,,2400.0,m,0:15:00
2024-09-14,Seated Leg Curl Machine,Legs,40.0,kgs,12,,,
2024-09-14,Seated Leg Curl Machine,Legs,40.0,kgs,12,,,
2024-09-14,Seated Leg Curl Machine,Legs,45.0,kgs,12,,,
2024-09-14,Leg Extension Machine,Legs,40.0,kgs,12,,,
2024-09-14,Leg Extension Machine,Legs,40.0,kgs,12,,,
2024-09-14,Leg Extension Machine,Legs,45.0,kgs,12,,,
2024-09-14,Flat Barbell Bench Press,Chest,10.0,kgs,20,,,
2024-09-14,Flat Barbell Bench Press,Chest,30.0,kgs,10,,,
2024-09-14,Flat Barbell Bench Press,Chest,30.0,kgs,7,,,
2024-09-14,Flat Barbell Bench Press,Chest,30.0,kgs,6,,,
2024-09-14,Incline Dumbbell Bench Press,Chest,24.0,kgs,12,,,
2024-09-14,Incline Dumbbell Bench Press,Chest,24.0,kgs,12,,,
2024-09-14,Incline Dumbbell Bench Press,Chest,24.0,kgs,7,,,
2024-09-14,Deadhang,Back,,,,,,0:00:30
2024-09-15,Deadhang,Back,,,,,,0:00:55
2024-09-16,Elliptical Trainer,Cardio,,,,0.0,m,0:26:00
2024-09-16,Rope Push Down,Triceps,10.0,kgs,13,,,
2024-09-16,Rope Push Down,Triceps,12.5,kgs,12,,,
2024-09-16,Rope Push Down,Triceps,12.5,kgs,12,,,
2024-09-16,Barbell Curl,Biceps,15.0,kgs,12,,,
2024-09-16,Barbell Curl,Biceps,15.0,kgs,12,,,
2024-09-16,Barbell Curl,Biceps,15.0,kgs,8,,,
2024-09-16,Chest Press Machine,Chest,40.0,kgs,12,,,
2024-09-16,Chest Press Machine,Chest,40.0,kgs,12,,,
2024-09-16,Chest Press Machine,Chest,40.0,kgs,10,,,
2024-09-16,Lat Pulldown Machine,Back,40.0,kgs,12,,,
2024-09-16,Lat Pulldown Machine,Back,42.5,kgs,12,,,
2024-09-16,Lat Pulldown Machine,Back,45.0,kgs,13,,,
2024-09-18,Elliptical Trainer,Cardio,,,,0.0,m,0:15:00
2024-09-18,Stair Machine,Cardio,,,,,,0:08:00
2024-09-18,Rowing Machine,Cardio,,,,2500.0,m,0:15:00
2024-09-18,Seated Leg Curl Machine,Legs,40.0,kgs,12,,,
2024-09-18,Seated Leg Curl Machine,Legs,40.0,kgs,12,,,
2024-09-18,Seated Leg Curl Machine,Legs,40.0,kgs,12,,,
2024-09-18,Leg Extension Machine,Legs,40.0,kgs,12,,,
2024-09-18,Leg Extension Machine,Legs,40.0,kgs,9,,,
2024-09-18,Leg Extension Machine,Legs,40.0,kgs,13,,,
2024-09-18,Incline Dumbbell Bench Press,Chest,24.0,kgs,12,,,
2024-09-18,Incline Dumbbell Bench Press,Chest,24.0,kgs,12,,,
2024-09-18,Incline Dumbbell Bench Press,Chest,24.0,kgs,12,,,
2024-09-20,Elliptical Trainer,Cardio,,,,0.0,m,0:25:00
2024-09-20,Rowing Machine,Cardio,,,,1600.0,m,0:10:00
2024-09-20,Barbell Curl,Biceps,10.0,kgs,12,,,
2024-09-20,Barbell Curl,Biceps,15.0,kgs,12,,,
2024-09-20,Barbell Curl,Biceps,10.0,kgs,10,,,
2024-09-20,Rope Push Down,Triceps,10.0,kgs,12,,,
2024-09-20,Rope Push Down,Triceps,12.5,kgs,12,,,
2024-09-20,Rope Push Down,Triceps,15.0,kgs,12,,,
2024-09-20,Lat Pulldown Machine,Back,42.5,kgs,12,,,
2024-09-20,Lat Pulldown Machine,Back,47.5,kgs,12,,,
2024-09-20,Lat Pulldown Machine,Back,50.0,kgs,12,,,
2024-09-21,Elliptical Trainer,Cardio,,,,0.0,m,0:20:00
2024-09-21,Chest Press Machine,Chest,40.0,kgs,12,,,
2024-09-21,Chest Press Machine,Chest,45.0,kgs,12,,,
2024-09-21,Chest Press Machine,Chest,45.0,kgs,12,,,
2024-09-21,Lat Pulldown Close Grip,Back,35.0,kgs,12,,,
2024-09-21,Lat Pulldown Close Grip,Back,40.0,kgs,12,,,
2024-09-21,Lat Pulldown Close Grip,Back,40.0,kgs,12,,,
2024-09-21,Incline Dumbbell Bench Press,Chest,20.0,kgs,12,,,
2024-09-21,Incline Dumbbell Bench Press,Chest,24.0,kgs,12,,,
2024-09-21,Incline Dumbbell Bench Press,Chest,28.0,kgs,8,,,
2024-09-21,Rope Push Down,Triceps,12.5,kgs,12,,,
2024-09-21,Rope Push Down,Triceps,12.5,kgs,12,,,
2024-09-21,Rope Push Down,Triceps,12.5,kgs,15,,,
2024-09-21,Lat Pulldown Machine,Back,45.0,kgs,12,,,
2024-09-21,Lat Pulldown Machine,Back,50.0,kgs,12,,,
2024-09-21,Lat Pulldown Machine,Back,50.0,kgs,12,,,
2024-09-21,Stair Machine,Cardio,,,,,,0:10:00
2024-09-21,Deadhang,Back,,,,,,0:00:35
2024-09-23,Elliptical Trainer,Cardio,,,,0.0,m,0:25:00
2024-09-23,Rowing Machine,Cardio,,,,2628.0,m,0:15:00
2024-09-23,Side Cable One Arm Raise,Shoulders,5.0,kgs,16,,,
2024-09-23,Side Cable One Arm Raise,Shoulders,5.0,kgs,16,,,
2024-09-23,Side Cable One Arm Raise,Shoulders,5.0,kgs,16,,,
2024-09-23,Leg Extension Machine,Legs,40.0,kgs,12,,,
2024-09-23,Leg Extension Machine,Legs,40.0,kgs,12,,,
2024-09-23,Leg Extension Machine,Legs,40.0,kgs,12,,,
2024-09-23,Seated Leg Curl Machine,Legs,40.0,kgs,12,,,
2024-09-23,Seated Leg Curl Machine,Legs,45.0,kgs,12,,,
2024-09-23,Seated Leg Curl Machine,Legs,50.0,kgs,10,,,
2024-09-23,Deadhang,Back,,,,,,0:00:30
2024-09-25,Elliptical Trainer,Cardio,,,,0.0,m,0:25:00
2024-09-25,Incline Barbell Bench Press,Chest,20.0,kgs,12,,,
2024-09-25,Incline Barbell Bench Press,Chest,32.0,kgs,12,,,
2024-09-25,Incline Barbell Bench Press,Chest,32.0,kgs,12,,,
2024-09-25,Arnold Dumbbell Press,Shoulders,12.0,kgs,10,,,
2024-09-25,Arnold Dumbbell Press,Shoulders,12.0,kgs,8,,,
2024-09-25,Arnold Dumbbell Press,Shoulders,12.0,kgs,12,,,
2024-09-25,Rope Push Down,Triceps,12.5,kgs,12,,,
2024-09-25,Rope Push Down,Triceps,12.5,kgs,12,,,
2024-09-25,Rope Push Down,Triceps,15.0,kgs,12,,,
2024-09-25,Barbell Curl,Biceps,10.0,kgs,12,,,
2024-09-25,Barbell Curl,Biceps,20.0,kgs,10,,,
2024-09-25,Barbell Curl,Biceps,15.0,kgs,10,,,
2024-09-25,Rowing Machine,Cardio,,,,1875.0,m,0:10:00
2024-09-27,Plank,Abs,0.0,kgs,,,,0:01:00
2024-09-27,Elliptical Trainer,Cardio,,,,0.0,m,0:20:00
2024-09-27,Seated Leg Curl Machine,Legs,40.0,kgs,12,,,
2024-09-27,Seated Leg Curl Machine,Legs,45.0,kgs,12,,,
2024-09-27,Seated Leg Curl Machine,Legs,45.0,kgs,10,,,
2024-09-27,Leg Extension Machine,Legs,40.0,kgs,12,,,
2024-09-27,Leg Extension Machine,Legs,45.0,kgs,12,,,
2024-09-27,Leg Extension Machine,Legs,45.0,kgs,8,,,
2024-09-27,Barbell Curl,Biceps,10.0,kgs,12,,,
2024-09-27,Barbell Curl,Biceps,20.0,kgs,10,,,
2024-09-27,Barbell Curl,Biceps,20.0,kgs,7,,,
2024-09-27,Lat Pulldown Machine,Back,45.0,kgs,12,,,
2024-09-27,Lat Pulldown Machine,Back,50.0,kgs,12,,,
2024-09-27,Lat Pulldown Machine,Back,55.0,kgs,9,,,
2024-09-27,Stair Machine,Cardio,,,,,,0:05:00
2024-09-27,Deadhang,Back,,,,,,0:00:40
2024-09-30,Deadhang,Back,,,,,,0:00:30
2024-09-30,Elliptical Trainer,Cardio,,,,0.0,m,0:30:00
2024-10-01,Overhead Press,Shoulders,16.0,kgs,20,,,
2024-10-01,Arnold Dumbbell Press,Shoulders,10.0,kgs,12,,,
2024-10-01,Arnold Dumbbell Press,Shoulders,10.0,kgs,12,,,
2024-10-01,Deadhang,Back,,,,,,0:00:40
2024-10-02,Deadhang,Back,,,,,,0:00:30
2024-10-02,Deadhang,Back,,,,,,0:00:30
2024-10-06,Deadhang,Back,,,,,,0:00:45
2024-10-06,Elliptical Trainer,Cardio,,,,0.0,m,0:31:00
2024-10-06,Lat Pulldown Machine,Back,45.0,kgs,12,,,
2024-10-06,Lat Pulldown Machine,Back,50.0,kgs,12,,,
2024-10-06,Lat Pulldown Machine,Back,55.0,kgs,12,,,
2024-10-06,Lat Pulldown Close Grip,Back,40.0,kgs,12,,,
2024-10-06,Lat Pulldown Close Grip,Back,40.0,kgs,10,,,
2024-10-06,Lat Pulldown Close Grip,Back,35.0,kgs,10,,,
2024-10-06,Incline Barbell Bench Press,Chest,24.0,kgs,12,,,
2024-10-06,Incline Barbell Bench Press,Chest,24.0,kgs,12,,,
2024-10-06,Incline Barbell Bench Press,Chest,32.0,kgs,12,,,
2024-10-06,Arnold Dumbbell Press,Shoulders,12.0,kgs,12,,,
2024-10-06,Arnold Dumbbell Press,Shoulders,12.0,kgs,12,,,
2024-10-06,Arnold Dumbbell Press,Shoulders,12.0,kgs,10,,,
2024-10-06,Rope Push Down,Triceps,15.0,kgs,12,,,
2024-10-06,Rope Push Down,Triceps,15.0,kgs,12,,,
2024-10-06,Rope Push Down,Triceps,15.0,kgs,12,,,
2024-10-06,Barbell Curl,Biceps,15.0,kgs,12,,,
2024-10-06,Barbell Curl,Biceps,20.0,kgs,10,,,
2024-10-06,Barbell Curl,Biceps,15.0,kgs,5,,,
2024-10-06,Rowing Machine,Cardio,,,,700.0,m,0:05:00
2024-10-08,Deadhang,Back,,,,,,0:00:30
2024-10-08,Walking,Cardio,,,,7.21,km,1:29:00
2024-10-09,Elliptical Trainer,Cardio,,,,0.8,km,0:15:00
2024-10-09,Rowing Machine,Cardio,,,,1950.0,m,0:10:00
2024-10-09,Seated Leg Curl Machine,Legs,40.0,kgs,12,,,
2024-10-09,Seated Leg Curl Machine,Legs,45.0,kgs,12,,,
2024-10-09,Seated Leg Curl Machine,Legs,45.0,kgs,12,,,
2024-10-09,Leg Extension Machine,Legs,45.0,kgs,12,,,
2024-10-09,Leg Extension Machine,Legs,45.0,kgs,10,,,
2024-10-09,Leg Extension Machine,Legs,45.0,kgs,10,,,
2024-10-09,Leg Press,Legs,52.0,kgs,15,,,
2024-10-09,Leg Press,Legs,66.0,kgs,12,,,
2024-10-09,Leg Press,Legs,73.0,kgs,12,,,
2024-10-10,Stair Machine,Cardio,,,,,,0:10:00
2024-10-10,Elliptical Trainer,Cardio,,,,0.5,km,0:10:00
2024-10-10,Lat Pulldown Machine,Back,45.0,kgs,12,,,
2024-10-10,Lat Pulldown Machine,Back,50.0,kgs,12,,,
2024-10-10,Lat Pulldown Machine,Back,55.0,kgs,12,,,
2024-10-10,Incline Dumbbell Bench Press,Chest,24.0,kgs,12,,,
2024-10-10,Incline Dumbbell Bench Press,Chest,32.0,kgs,12,,,
2024-10-10,Incline Dumbbell Bench Press,Chest,36.0,kgs,7,,,
2024-10-10,Arnold Dumbbell Press,Shoulders,12.0,kgs,12,,,
2024-10-10,Arnold Dumbbell Press,Shoulders,12.0,kgs,12,,,
2024-10-10,Arnold Dumbbell Press,Shoulders,16.0,kgs,7,,,
2024-10-10,Deadhang,Back,,,,,,0:00:50
2024-10-12,Deadhang,Back,,,,,,0:00:35
2024-10-12,Elliptical Trainer,Cardio,,,,1.3,km,0:25:00
2024-10-12,Rope Push Down,Triceps,15.0,kgs,12,,,
2024-10-12,Rope Push Down,Triceps,17.5,kgs,12,,,
2024-10-12,Rope Push Down,Triceps,17.5,kgs,12,,,
2024-10-12,Barbell Curl,Biceps,15.0,kgs,12,,,
2024-10-12,Barbell Curl,Biceps,20.0,kgs,10,,,
2024-10-12,Barbell Curl,Biceps,20.0,kgs,8,,,
2024-10-12,Lat Pulldown Close Grip,Back,40.0,kgs,12,,,
2024-10-12,Lat Pulldown Close Grip,Back,40.0,kgs,12,,,
2024-10-12,Lat Pulldown Close Grip,Back,40.0,kgs,12,,,
2024-10-12,Incline Dumbbell Bench Press,Chest,28.0,kgs,12,,,
2024-10-12,Incline Dumbbell Bench Press,Chest,36.0,kgs,12,,,
2024-10-12,Incline Dumbbell Bench Press,Chest,36.0,kgs,10,,,
2024-10-12,Lateral Machine Raise,Shoulders,5.0,kgs,7,,,
2024-10-12,Lateral Machine Raise,Shoulders,5.0,kgs,7,,,
2024-10-12,Lateral Machine Raise,Shoulders,5.0,kgs,5,,,
2024-10-12,Lateral Machine Raise,Shoulders,5.0,kgs,5,,,
2024-10-12,Lateral Machine Raise,Shoulders,3.75,kgs,7,,,
2024-10-12,Lateral Machine Raise,Shoulders,3.75,kgs,7,,,
2024-10-12,Seated Leg Curl Machine,Legs,40.0,kgs,12,,,
2024-10-12,Seated Leg Curl Machine,Legs,40.0,kgs,12,,,
2024-10-12,Leg Extension Machine,Legs,40.0,kgs,12,,,
2024-10-12,Leg Extension Machine,Legs,45.0,kgs,12,,,
2024-10-12,Pectoral,Chest,35.0,kgs,12,,,
2024-10-12,Pectoral,Chest,37.5,kgs,10,,,
2024-10-12,Pectoral,Chest,35.0,kgs,8,,,
2024-10-12,Deadhang,Back,,,,,,0:00:30
2024-10-12,Stair Machine,Cardio,,,,,,0:10:00
2024-10-13,Deadhang,Back,,,,,,0:00:45
2024-10-15,Elliptical Trainer,Cardio,,,,0.8,km,0:15:00
2024-10-15,Rowing Machine,Cardio,,,,1981.0,m,0:10:00
2024-10-15,Lat Pulldown Machine,Back,40.0,kgs,12,,,
2024-10-15,Lat Pulldown Machine,Back,50.0,kgs,12,,,
2024-10-15,Lat Pulldown Machine,Back,60.0,kgs,12,,,
2024-10-15,Barbell Curl,Biceps,15.0,kgs,12,,,
2024-10-15,Barbell Curl,Biceps,20.0,kgs,12,,,
2024-10-15,Rope Push Down,Triceps,12.5,kgs,12,,,
2024-10-15,Rope Push Down,Triceps,15.0,kgs,12,,,
2024-10-15,Rope Push Down,Triceps,15.0,kgs,12,,,
2024-10-15,Barbell Curl,Biceps,20.0,kgs,8,,,
2024-10-16,Deadhang,Back,,,,,,0:00:30
2024-10-18,Elliptical Trainer,Cardio,,,,1.1,km,0:20:00
2024-10-18,Barbell Curl,Biceps,15.0,kgs,12,,,
2024-10-18,Barbell Curl,Biceps,15.0,kgs,12,,,
2024-10-18,Barbell Curl,Biceps,20.0,kgs,10,,,
2024-10-18,Rope Push Down,Triceps,12.5,kgs,15,,,
2024-10-18,Rope Push Down,Triceps,17.5,kgs,10,,,
2024-10-18,Rope Push Down,Triceps,20.0,kgs,10,,,
2024-10-18,Incline Dumbbell Bench Press,Chest,28.0,kgs,12,,,
2024-10-18,Incline Dumbbell Bench Press,Chest,32.0,kgs,12,,,
2024-10-18,Incline Dumbbell Bench Press,Chest,32.0,kgs,7,,,
